Session_ID,Provider_ID,Start_Date,End_Date,Booking_Type,Program,Hours,Cost,Availability,Registration_Opens,Location,Registration_URL,Source_URL,Notes,Last_Checked
pwc-2027-01-06-74,pwc,2027-01-06,2027-01-06,single-day,Durham Wild For a Day - 1/6,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$80 per day,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=581817,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=581817&campCode=Pwc,,2026-09-12
pwc-2027-01-07-75,pwc,2027-01-07,2027-01-07,single-day,Durham Wild For a Day - 1/7,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$80 per day,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=581818,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=581818&campCode=Pwc,,2026-09-12
pwc-2027-01-08-76,pwc,2027-01-08,2027-01-08,single-day,Durham Wild For a Day - 1/8,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$80 per day,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=581819,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=581819&campCode=Pwc,,2026-09-12
dfc-2027-01-18,dfc,2027-01-18,2027-01-18,single-day,Mini Camp,8:30 am–5:30 pm,$80 member / $90 nonmember per day,Published date; check seats,,"10 Faculty Club Dr, Durham",https://app.courtreserve.com/Online/Events/Public/2472/2237282,https://facultyclub.duke.edu/camps/miniCamp/,,2026-09-14
jcc-2027-01-18-17,jcc,2027-01-18,2027-01-18,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212783&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
museum-2027-01-18-91,museum,2027-01-18,2027-01-18,single-day,Schools Out Day Camp,9 am–5 pm,$100 member / $115 public per day,Spaces listed at last check,,"433 W Murray Ave, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=518&campcode=mls&lang=en-Us&return=registration/selectattendees.aspx?idsession=586659,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=518&idSession=586659&campCode=mls,,2026-09-12
ninja-2027-01-18-170,ninja,2027-01-18,2027-01-18,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/137?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
pwc-2027-01-18-77,pwc,2027-01-18,2027-01-18,single-day,Durham Wild For a Day - 1/18,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$80 per day,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=581820,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=581820&campCode=Pwc,,2026-09-12
dac-2027-01-19-106,dac,2027-01-19,2027-01-19,single-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$60 per day,Registration opens 2026-10-02,2026-10-02,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,,2026-09-12
dfc-2027-01-19,dfc,2027-01-19,2027-01-19,single-day,Mini Camp,8:30 am–5:30 pm,$80 member / $90 nonmember per day,Published date; check seats,,"10 Faculty Club Dr, Durham",https://app.courtreserve.com/Online/Events/Public/2472/2237282,https://facultyclub.duke.edu/camps/miniCamp/,,2026-09-14
dpr-2027-01-19-119,dpr,2027-01-19,2027-01-19,single-day,Fun Day,7:30 am–6 pm,City resident: $23.50 with Play More card / $26 without; non-city: $37 / $41,Published date; check seats,,"W.D. Hill Recreation Center, Durham",https://anc.apm.activecommunities.com/dprplaymore/daycare/program/1089?onlineSiteId=0&locale=en-US&from_original_cui=true&online=true,https://www.dprplaymore.org/362/Fun-Days,,2026-09-12
jcc-2027-01-19-18,jcc,2027-01-19,2027-01-19,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212784&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
museum-2027-01-19-92,museum,2027-01-19,2027-01-19,single-day,Schools Out Day Camp,9 am–5 pm,$100 member / $115 public per day,Spaces listed at last check,,"433 W Murray Ave, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=518&campcode=mls&lang=en-Us&return=registration/selectattendees.aspx?idsession=586660,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=518&idSession=586660&campCode=mls,,2026-09-12
pwc-2027-01-19-78,pwc,2027-01-19,2027-01-19,single-day,Durham Wild For a Day - 1/19,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$80 per day,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=581927,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=581927&campCode=Pwc,,2026-09-12
walltown-2027-01-19-48,walltown,2027-01-19,2027-01-19,single-day,Teacher Workday Camp,8:30 am–5 pm,$75 per day,Published date; check seats,,"1225 Berkeley St, Durham",https://dancestudio-pro.com/online/walltownchildrenstheatre,https://www.walltownchildrenstheatre.org/teacher-workday-camps.html,,2026-09-12
jcc-2027-01-25-19,jcc,2027-01-25,2027-01-25,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212786&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
ninja-2027-01-25-171,ninja,2027-01-25,2027-01-25,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/138?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
jcc-2027-01-26-20,jcc,2027-01-26,2027-01-26,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212787&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
dac-2027-02-10-107,dac,2027-02-10,2027-02-10,single-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$60 per day,Registration opens 2026-10-02,2026-10-02,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,,2026-09-12
dfc-2027-02-10,dfc,2027-02-10,2027-02-10,single-day,Mini Camp,8:30 am–5:30 pm,$80 member / $90 nonmember per day,Published date; check seats,,"10 Faculty Club Dr, Durham",https://app.courtreserve.com/Online/Events/Public/2472/2237282,https://facultyclub.duke.edu/camps/miniCamp/,,2026-09-14
jcc-2027-02-10-21,jcc,2027-02-10,2027-02-10,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212789&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
museum-2027-02-10-93,museum,2027-02-10,2027-02-10,single-day,Schools Out Day Camp,9 am–5 pm,$100 member / $115 public per day,Spaces listed at last check,,"433 W Murray Ave, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=518&campcode=mls&lang=en-Us&return=registration/selectattendees.aspx?idsession=586661,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=518&idSession=586661&campCode=mls,,2026-09-12
pwc-2027-02-10-79,pwc,2027-02-10,2027-02-10,single-day,Durham Wild For a Day - 2/10,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$80 per day,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=581928,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=581928&campCode=Pwc,,2026-09-12
walltown-2027-02-10-49,walltown,2027-02-10,2027-02-10,single-day,Teacher Workday Camp,8:30 am–5 pm,$75 per day,Published date; check seats,,"1225 Berkeley St, Durham",https://dancestudio-pro.com/online/walltownchildrenstheatre,https://www.walltownchildrenstheatre.org/teacher-workday-camps.html,,2026-09-12
jcc-2027-02-12-22,jcc,2027-02-12,2027-02-12,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212790&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-02-15-23,jcc,2027-02-15,2027-02-15,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212792&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
ninja-2027-02-15-172,ninja,2027-02-15,2027-02-15,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/139?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
jcc-2027-03-10-24,jcc,2027-03-10,2027-03-10,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212794&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
dac-2027-03-15-108,dac,2027-03-15,2027-03-19,multi-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$275 per week; $250 additional sibling,Registration opens 2026-12-04,2026-12-04,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,Whole session booking; no individual-day option published.,2026-09-12
ninja-2027-03-15-173,ninja,2027-03-15,2027-03-15,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/154?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
pwc-2027-03-15-55,pwc,2027-03-15,2027-03-19,multi-day,Durham Intersession - Unbe-LEAF-able,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$385 per week,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=583243,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=583243&campCode=Pwc,,2026-09-12
dac-2027-03-22-109,dac,2027-03-22,2027-03-26,multi-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$275 per week; $250 additional sibling,Registration opens 2026-12-04,2026-12-04,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,Whole session booking; no individual-day option published.,2026-09-12
jcc-2027-03-22-25,jcc,2027-03-22,2027-03-22,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212796&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
ninja-2027-03-22-174,ninja,2027-03-22,2027-03-22,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/155?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
pwc-2027-03-22-56,pwc,2027-03-22,2027-03-26,multi-day,Durham Intersession - Wildlife Science,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$385 per week,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=583244,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=583244&campCode=Pwc,,2026-09-12
jcc-2027-03-23-26,jcc,2027-03-23,2027-03-23,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212797&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-03-24-27,jcc,2027-03-24,2027-03-24,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212799&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-03-25-28,jcc,2027-03-25,2027-03-25,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212800&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-03-26-29,jcc,2027-03-26,2027-03-26,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212801&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
dac-2027-03-29-110,dac,2027-03-29,2027-04-02,multi-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$275 per week; $250 additional sibling,Registration opens 2026-12-04,2026-12-04,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,Whole session booking; no individual-day option published.,2026-09-12
jcc-2027-03-29-30,jcc,2027-03-29,2027-03-29,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212802&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
ninja-2027-03-29-175,ninja,2027-03-29,2027-03-29,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/156?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
pwc-2027-03-29-57,pwc,2027-03-29,2027-04-02,multi-day,Durham Intersession - Fairy Folklore,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$385 per week,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=583245,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=583245&campCode=Pwc,,2026-09-12
jcc-2027-03-30-31,jcc,2027-03-30,2027-03-30,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212803&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-03-31-32,jcc,2027-03-31,2027-03-31,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212804&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-04-01-33,jcc,2027-04-01,2027-04-01,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212805&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-04-02-34,jcc,2027-04-02,2027-04-02,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212806&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
dac-2027-04-05-111,dac,2027-04-05,2027-04-05,single-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$60 per day,Registration opens 2026-12-04,2026-12-04,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,,2026-09-12
dpr-2027-04-05-120,dpr,2027-04-05,2027-04-05,single-day,Fun Day,7:30 am–6 pm,City resident: $23.50 with Play More card / $26 without; non-city: $37 / $41,Published date; check seats,,"Edison Johnson Recreation Center, Durham",https://anc.apm.activecommunities.com/dprplaymore/daycare/program/1087?onlineSiteId=0&locale=en-US&from_original_cui=true&online=true,https://www.dprplaymore.org/362/Fun-Days,,2026-09-12
jcc-2027-04-05-35,jcc,2027-04-05,2027-04-05,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212807&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
museum-2027-04-05-94,museum,2027-04-05,2027-04-05,single-day,Schools Out Day Camp,9 am–5 pm,$100 member / $115 public per day,Spaces listed at last check,,"433 W Murray Ave, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=518&campcode=mls&lang=en-Us&return=registration/selectattendees.aspx?idsession=586662,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=518&idSession=586662&campCode=mls,,2026-09-12
pwc-2027-04-05-80,pwc,2027-04-05,2027-04-05,single-day,Durham Wild For a Day - 4/5,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$80 per day,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=581929,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=581929&campCode=Pwc,,2026-09-12
walltown-2027-04-05-50,walltown,2027-04-05,2027-04-05,single-day,Teacher Workday Camp,8:30 am–5 pm,$75 per day,Published date; check seats,,"1225 Berkeley St, Durham",https://dancestudio-pro.com/online/walltownchildrenstheatre,https://www.walltownchildrenstheatre.org/teacher-workday-camps.html,,2026-09-12
jcc-2027-04-09-36,jcc,2027-04-09,2027-04-09,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212808&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-04-21-37,jcc,2027-04-21,2027-04-21,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212809&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,Before-care only; no aftercare on this date.,2026-09-12
jcc-2027-04-22-38,jcc,2027-04-22,2027-04-22,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212810&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-04-23-39,jcc,2027-04-23,2027-04-23,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212811&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-04-26-40,jcc,2027-04-26,2027-04-26,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212812&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-04-27-41,jcc,2027-04-27,2027-04-27,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212813&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
dac-2027-04-28-112,dac,2027-04-28,2027-04-28,single-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$60 per day,Registration opens 2026-12-04,2026-12-04,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,,2026-09-12
dpr-2027-04-28-121,dpr,2027-04-28,2027-04-28,single-day,Fun Day,7:30 am–6 pm,City resident: $23.50 with Play More card / $26 without; non-city: $37 / $41,Published date; check seats,,"Walltown Park Recreation Center, Durham",https://anc.apm.activecommunities.com/dprplaymore/daycare/program/1088?onlineSiteId=0&locale=en-US&from_original_cui=true&online=true,https://www.dprplaymore.org/362/Fun-Days,,2026-09-12
jcc-2027-04-28-42,jcc,2027-04-28,2027-04-28,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212814&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
walltown-2027-04-28-51,walltown,2027-04-28,2027-04-28,single-day,Teacher Workday Camp,8:30 am–5 pm,$75 per day,Published date; check seats,,"1225 Berkeley St, Durham",https://dancestudio-pro.com/online/walltownchildrenstheatre,https://www.walltownchildrenstheatre.org/teacher-workday-camps.html,,2026-09-12
jcc-2027-04-29-43,jcc,2027-04-29,2027-04-29,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212815&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-04-30-44,jcc,2027-04-30,2027-04-30,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212816&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
jcc-2027-05-10-45,jcc,2027-05-10,2027-05-10,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212817&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
ninja-2027-05-10-176,ninja,2027-05-10,2027-05-10,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/140?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
ninja-2027-05-31-177,ninja,2027-05-31,2027-05-31,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/141?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
